Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,years,month,day_of_month,is_weekend,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,dawn,morning,noon,afternoon,evening,midnight,Global_active_power
0.1033,237.6405,9.256667,0.0,0.73333335,17.3,18.711666,2006,12,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.2047
0.07293333,241.08,7.6033335,0.0,0.05,11.65,19.001667,2006,12,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.8421
0.23736666,241.32817,12.48,0.0,26.9,0.0,22.108889,2006,12,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.9405334
0.1065,240.87,6.3433332,0.0,12.45,0.0,11.597777,2006,12,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.4428667
0.146,242.67934,3.0133333,0.0,1.1666666,0.0,10.833333,2006,12,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.72
0.0671,246.62717,1.5833334,0.0,0.16666667,0.0,6.2283335,2006,12,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3837
0.146,245.81134,1.9866667,0.0,0.71666664,0.0,6.947222,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45983332
0.05666667,243.80533,1.1133333,0.0,0.16666667,0.0,4.1444445,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.25866666
0.1236,245.5675,3.2433333,0.0,0.7,7.9333334,4.4394445,2006,12,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.78436667
0.06846666,246.15083,1.3433334,0.0,0.16666667,0.7,4.3005557,2006,12,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.31003332
0.097433336,246.43367,1.2466667,0.0,0.46666667,0.0,4.35,2006,12,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.289
0.0772,244.7955,1.12,0.0,0.2,0.0,4.1783333,2006,12,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2627
0.06656667,244.074,1.18,0.0,0.0,0.0,4.726667,2006,12,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2836
0.1923,243.315,6.4366665,0.0,0.51666665,4.6666665,20.260555,2006,12,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5266334
0.0882,239.79233,12.203333,0.0,9.616667,17.616667,21.393333,2006,12,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.9176
0.10836667,243.12283,5.6266665,0.0,0.53333336,18.1,4.458889,2006,12,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3855333
0.047166668,240.5805,6.25,0.0,3.2333333,17.716667,4.221667,2006,12,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5103
0.1652,240.51317,12.073334,0.0,25.166666,17.7,5.34,2006,12,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.8924
0.07213333,242.60634,5.826667,0.0,0.083333336,18.016666,5.583889,2006,12,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.4210334
0.11016667,242.46767,5.88,0.0,0.46666667,18.0,5.34,2006,12,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.4284
0.09266666,244.0345,5.32,0.0,0.05,16.583334,4.9483333,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2949
0.071433336,245.71916,1.2366667,0.0,0.2,0.0,4.4855556,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.28113332
0.10916667,244.1135,2.07,0.0,0.31666666,0.0,7.4905553,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.46843332
0.077366665,242.92067,2.3766668,0.0,0.0,0.0,9.558333,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5735
0.15796667,239.24066,11.893333,0.0,0.51666665,10.516666,36.247223,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.8368332
0.0877,236.73984,13.71,0.0,0.0,17.183332,36.960556,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.2486334
0.26553333,236.34517,15.136666,0.0,0.51666665,17.116667,41.95778,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5754666
0.1605,235.99234,15.403334,0.0,0.0,17.066668,43.70111,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6460667
0.0881,238.8605,12.753333,0.0,0.36666667,17.483334,33.13278,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0589666
0.1534,242.39116,9.786667,0.0,0.13333334,17.983334,21.579445,2006,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.3817666
0.15553333,243.42583,6.3233333,0.0,0.0,18.133333,7.4644446,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5358666
0.12183333,243.69817,5.6866665,0.0,0.51666665,18.183332,4.5994444,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3979666
0.0393,243.65367,5.15,0.0,0.0,17.2,4.048333,2006,12,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.2749
0.11986667,244.56717,1.3333334,0.0,0.5,0.0,4.5433335,2006,12,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3026
0.0425,244.74017,1.02,0.0,0.0,0.0,4.112222,2006,12,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.24673334
0.10583334,243.9495,1.2633333,0.0,0.38333333,0.0,4.4616666,2006,12,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2907
0.053166665,244.8505,1.22,0.0,0.13333334,0.0,4.7944446,2006,12,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29566666
0.08383334,241.29367,5.37,0.0,0.0,0.0,21.341112,2006,12,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2804667
0.153,239.4945,6.5933332,0.0,0.5,5.0833335,20.467222,2006,12,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.5630333
0.0517,238.47766,10.78,11.1,9.366667,17.433332,5.03,2006,12,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.5758
0.0708,239.706,7.403333,9.483334,0.51666665,14.833333,4.6283336,2006,12,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.7677
0.111551724,241.58794,2.3827586,0.0,0.0,0.0,8.910919,2006,12,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.53465515
0.13116667,242.67416,3.5833333,0.0,7.6666665,0.0,5.9855556,2006,12,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.81913334
0.0645,241.79784,7.06,0.0,19.866667,3.8833334,4.3872223,2006,12,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6882334
0.1185,243.3195,4.3366666,0.0,1.2,8.333333,7.5316668,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0239
0.0457,242.90633,1.3633333,0.0,0.16666667,0.0,4.9566665,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3074
0.0969,239.90633,5.6233335,0.0,0.71666664,17.283333,4.6677775,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.3600667
0.14803334,235.01833,7.5333333,0.0,0.16666667,11.983334,17.060556,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.7526333
0.119833335,233.89433,10.416667,0.0,0.7,16.766666,23.255,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4433
0.09443333,235.0005,9.356667,4.6833334,0.16666667,11.7,20.06889,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.1971333
0.25126666,234.50034,10.44,4.15,0.6,4.2833333,31.589445,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4373667
0.0443,238.31216,4.1033335,0.0,0.033333335,8.583333,7.7544446,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.98226666
0.09346667,242.8665,1.2066667,0.0,0.2,0.0,4.4711113,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.28026667
0.08946667,245.35033,1.1733333,0.0,0.31666666,0.0,4.1905556,2006,12,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.27043334
0.07913333,245.67816,1.1433333,0.0,0.0,0.0,4.448889,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.26693332
0.0927,244.45383,1.1733333,0.0,0.51666665,0.0,4.016667,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.272
0.07926667,246.83783,1.1433333,0.0,0.0,0.0,4.4605556,2006,12,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.26763332
0.09353333,245.79283,1.1733333,0.0,0.51666665,0.0,4.0477777,2006,12,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.27386665
0.07226667,245.3595,1.1366667,0.0,0.0,0.0,4.4044447,2006,12,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.26426667
0.08406667,245.11934,3.33,0.0,0.38333333,8.9,4.163889,2006,12,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8068333
0.0861,245.30933,2.0333333,0.0,0.13333334,0.0,7.8605556,2006,12,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.47963333
0.10606667,240.929,7.2066665,0.0,0.0,3.7333333,24.986666,2006,12,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.7232
0.10803334,240.45033,11.426666,11.116667,0.51666665,17.716667,16.39,2006,12,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.7444
0.045533333,239.54967,7.87,10.016666,0.0,17.583334,4.005,2006,12,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.8963
0.09443333,239.67934,5.57,0.0,0.5,17.583334,4.3327775,2006,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.3449667
0.0807,238.3455,5.26,3.75,0.0,12.7,4.426111,2006,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.2525667
0.384,240.199,5.516667,10.633333,0.56666666,0.0,9.274445,2006,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.2284666
0.2478,240.68584,3.04,0.0,0.0,0.0,11.198334,2006,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6719
0.1617,240.83116,3.55,0.0,0.56666666,6.0333333,6.992778,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.81556666
0.0987,241.859,5.9733334,0.0,0.0,17.916666,6.277222,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.4516333
0.13856667,241.79483,6.4766665,0.0,0.53333336,17.9,7.7533336,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.5712
0.0918,238.84467,6.2433333,0.0,0.0,10.516666,14.43,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.4968
0.30563334,237.50766,11.39,0.0,0.51666665,3.9,40.36611,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.6869667
0.2473,237.406,16.54,0.0,0.0,17.266666,48.369446,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9381666
0.1398,235.5305,15.05,7.8166666,0.56666666,17.016666,33.534443,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5360668
0.06593333,235.13617,19.453333,9.183333,0.0,16.75,49.877777,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5486665
0.08923333,239.19966,12.983334,0.0,0.38333333,0.0,50.70111,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0650666
0.1228,241.93,10.266666,0.0,0.13333334,0.0,40.18667,2006,12,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4192
0.08246667,243.02034,7.4366665,0.0,0.033333335,0.0,28.270555,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.6982334
0.1174,243.8125,7.55,0.0,0.48333332,0.0,28.23,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.7228
0.06813333,243.84134,7.51,0.0,0.0,0.0,28.346111,2006,12,23,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.7007667
0.10666667,243.687,7.6566668,0.0,0.51666665,0.0,29.008888,2006,12,23,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.7715334
0.06436667,243.006,8.156667,0.0,0.0,2.0666666,29.460001,2006,12,23,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.8916
0.11276667,242.44917,9.53,0.0,0.46666667,7.0666666,29.618334,2006,12,23,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.2291
0.071833335,242.46683,7.24,0.0,0.05,0.0,27.439444,2006,12,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6493666
0.055533335,237.767,16.983334,0.0,0.0,10.85,56.206112,2006,12,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0233665
0.095366664,239.10316,17.556667,0.0,0.51666665,17.5,51.830555,2006,12,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.1908336
0.07813333,240.8125,13.53,0.0,0.0,17.766666,36.34,2006,12,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2464
0.20293333,239.137,12.56,0.0,0.51666665,8.6,40.419445,2006,12,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.9721668
0.105733335,237.715,13.303333,0.0,0.0,10.816667,41.833332,2006,12,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.159
0.090966664,238.7565,12.35,0.0,0.16666667,9.566667,39.08,2006,12,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.9288
0.1617,239.85083,14.3133335,0.0,0.35,17.616667,38.805,2006,12,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.4063
0.2449,240.501,15.76,0.0,0.0,17.716667,44.91611,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3.7579668
0.33096668,241.3135,16.896667,0.0,0.51666665,17.833334,49.135,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0491
0.4026,240.47684,18.216667,1.2666667,1.0833334,17.716667,52.41833,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.3491
0.21596667,233.64417,23.36,16.183332,0.6666667,16.75,57.275555,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5.4525332
0.099766664,238.0005,16.363333,0.0,0.016666668,17.35,47.29,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.8794
0.20533334,238.72934,17.3,0.0,0.6,17.466667,50.56389,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.117833
0.12476667,238.51883,17.596666,0.0,0.35,17.416666,51.923332,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.1814
0.23576666,238.59467,13.893333,0.0,0.21666667,5.6666665,48.92389,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.2884333
0.28903332,238.19034,18.31,14.433333,0.5,0.0,57.19889,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.3279333
0.12806667,239.8715,23.3,12.6,0.033333335,15.666667,64.407776,2006,12,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5.5624666
0.09066667,239.11267,17.08,0.0,0.5,17.533333,49.1,2006,12,24,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.028
0.051766668,237.61067,14.016666,7.2833333,0.033333335,17.3,29.978333,2006,12,24,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.2757
0.10373333,244.43266,10.066667,7.6833334,0.36666667,3.6666667,26.667223,2006,12,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.3030334
0.0719,246.862,7.346667,0.0,0.15,0.0,26.629444,2006,12,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.6067667
0.0679,245.86617,7.266667,0.0,0.05,0.0,26.218334,2006,12,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5761
0.10846667,245.83566,7.5333333,0.0,0.46666667,0.0,26.731667,2006,12,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.6319
0.050666668,245.59084,8.446667,0.0,0.0,0.0,31.586666,2006,12,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8952
0.09966667,242.79533,6.97,0.0,0.51666665,0.0,24.09,2006,12,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.4764
